name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom
"Fistful of Force",2,"Instant",G,"lrw","212",common,null,Not Owned,Non-foil,true,,,"","",28555,false
"Fists of the Demigod",2,"Enchantment - Aura",BR,"shm","187",common,null,Not Owned,Non-foil,true,,,"","",29809,false
"Flamekin Village",0,"Land",,"plst","C14-60",rare,Red,Not Owned,Non-foil,true,,,"","",-1,false
"Floodchaser",6,"Creature - Elemental",U,"mor","34",common,null,Not Owned,Non-foil,true,,,"","",29094,false
"Flow of Ideas",6,"Sorcery",U,"shm","38",uncommon,null,Not Owned,Non-foil,true,,,"","",29791,false
"Forced Fruition",6,"Enchantment",U,"lrw","66",rare,null,Not Owned,Non-foil,true,,,"","",28691,false
"Fracturing Gust",5,"Instant",GW,"shm","227",rare,null,Not Owned,Non-foil,true,,,"","",29505,false
"Fulminator Mage",3,"Creature - Elemental Shaman",BR,"shm","188",rare,null,Not Owned,Non-foil,true,,,"","",29333,false
"Gaddock Teeg",2,"Legendary Creature - Kithkin Advisor",GW,"lrw","248",rare,null,Not Owned,Non-foil,true,,,"","",28445,false
"Gather the Pack",2,"Sorcery",G,"ori","178",uncommon,null,Not Owned,Non-foil,true,,,"","",57818,false
"Ghastlord of Fugue",5,"Creature - Spirit Avatar",BU,"shm","162",rare,null,Not Owned,Non-foil,true,,,"","",29621,false
"Gift of the Deity",5,"Enchantment - Aura",BG,"eve","122",common,null,Not Owned,Non-foil,true,,,"","",30018,false
"Gilt-Leaf Ambush",3,"Kindred Instant - Elf",G,"lrw","214",common,null,Not Owned,Non-foil,true,,,"","",28201,false
"Gilt-Leaf Winnower",5,"Creature - Elf Warrior",B,"ori","99",rare,null,Not Owned,Non-foil,true,,,"","",57980,false
"Glamerdye",2,"Instant",U,"eve","21",rare,null,Not Owned,Non-foil,true,,,"","",30106,false
"Glamer Spinners",5,"Creature - Faerie Wizard",UW,"shm","141",uncommon,null,Owned,Non-foil,true,,,"","",29375,false
"Gloomlance",5,"Sorcery",B,"shm","67",common,null,Not Owned,Non-foil,true,,,"","",29817,false
"Gloomwidow",3,"Creature - Spider",G,"shm","117",uncommon,null,Not Owned,Non-foil,true,,,"","",29521,false
"Goatnap",3,"Sorcery",R,"ecl","142",uncommon,null,Not Owned,Non-foil,true,,,"","",146675,false
"Goatnapper",3,"Creature - Goblin Rogue",R,"lrw","172",uncommon,null,Not Owned,Non-foil,true,,,"","",28545,false
"Godhead of Awe",5,"Creature - Spirit Avatar",UW,"shm","142",rare,null,Not Owned,Non-foil,true,,,"","",29363,false
"Goldmeadow Dodger",1,"Creature - Kithkin Rogue",W,"lrw","16",common,null,Not Owned,Non-foil,true,,,"add","",28391,false
"Goldmeadow Lookout",4,"Creature - Kithkin Spellshaper",W,"fut","22",uncommon,null,Not Owned,Non-foil,true,,,"","",26664,false
"Gravelgill Duo",3,"Creature - Merfolk Rogue Warrior",BU,"shm","165",common,null,Owned,Non-foil,true,,,"","",29629,false
"Greatbow Doyen",5,"Creature - Elf Archer",G,"mor","125",rare,null,Not Owned,Non-foil,true,,,"","",29186,false
"Greater Auramancy",2,"Enchantment",W,"shm","7",rare,null,Not Owned,Non-foil,true,,,"","",29561,false
"Grief Tyrant",6,"Creature - Horror",BR,"shm","189",uncommon,null,Owned,Non-foil,true,,,"","",29433,false
"Groundling Pouncer",2,"Creature - Faerie",GU,"eve","154",uncommon,null,Not Owned,Non-foil,true,,,"","",30074,false
"Guile",6,"Creature - Elemental Incarnation",U,"lrw","69",rare,null,Not Owned,Non-foil,true,,,"","",28773,false
"Guttural Response",1,"Instant",GR,"shm","208",uncommon,null,Not Owned,Non-foil,true,,,"","",29847,false
"Hag Hedge-Mage",3,"Creature - Hag Shaman",BG,"eve","123",uncommon,null,Not Owned,Non-foil,true,,,"","",30232,false
"Hatchet Bully",4,"Creature - Goblin Warrior",R,"eve","54",uncommon,null,Not Owned,Non-foil,true,,,"","",29928,false
"Heal the Scars",4,"Instant",G,"lrw","217",common,null,Not Owned,Non-foil,true,,,"","",28311,false
"Hearthcage Giant",8,"Creature - Giant Warrior",R,"lrw","174",uncommon,null,Not Owned,Non-foil,true,,,"","",28383,false
"Helm of the Ghastlord",4,"Enchantment - Aura",BU,"shm","166",common,null,Owned,Non-foil,true,,,"","",29841,false
"Herbal Poultice",0,"Artifact",,"lrw","257",common,null,Not Owned,Non-foil,true,,,"","",28425,false
"Hillcomber Giant",4,"Creature - Giant Scout",W,"lrw","20",common,null,Not Owned,Non-foil,true,,,"","",28659,false
"Hollowborn Barghest",7,"Creature - Demon Dog",B,"shm","68",rare,null,Not Owned,Non-foil,true,,,"","",29471,false
"Hollowsage",4,"Creature - Merfolk Wizard",B,"shm","69",uncommon,null,Not Owned,Non-foil,true,,,"","",29751,false
"Hoof Skulkin",3,"Artifact Creature - Scarecrow",,"eve","169",common,null,Not Owned,Non-foil,true,,,"","",30246,false
"Hostility",6,"Creature - Elemental Incarnation",R,"lrw","176",rare,null,Not Owned,Non-foil,true,,,"","",28431,false
"Hunt Down",1,"Sorcery",G,"lrw","218",common,null,Not Owned,Non-foil,true,,,"","",28575,false
"Hurly-Burly",2,"Sorcery",R,"lrw","177",common,null,Not Owned,Non-foil,true,,,"","",28563,false
"Idle Thoughts",4,"Enchantment",U,"eve","23",uncommon,null,Not Owned,Non-foil,true,,,"","",30204,false
"Impromptu Raid",4,"Enchantment",GR,"shm","209",rare,null,Not Owned,Non-foil,true,,,"","",29473,false
"Indigo Faerie",2,"Creature - Faerie Wizard",U,"eve","24",uncommon,null,Not Owned,Non-foil,true,,,"","",30082,false
"Ink Dissolver",2,"Creature - Merfolk Wizard",U,"mor","36",common,null,Not Owned,Non-foil,true,,,"","",29084,false
"Inkfathom Divers",5,"Creature - Merfolk Soldier",U,"lrw","70",common,null,Not Owned,Non-foil,true,,,"","",28231,false
"Inkfathom Infiltrator",2,"Creature - Merfolk Rogue",BU,"shm","167",uncommon,null,Not Owned,Non-foil,true,,,"","",29651,false
"Inquisitor's Snare",2,"Instant",W,"shm","8",common,null,Owned,Non-foil,true,,,"","",29833,false
"Inside Out",2,"Instant",RU,"eve","103",common,null,Not Owned,Non-foil,true,,,"","",30148,false
"Invasion of Lorwyn",6,"Battle - Siege",BG,"mom","236",uncommon,null,Not Owned,Non-foil,true,,,"","",110372,false
"Jawbone Skulkin",1,"Artifact Creature - Scarecrow",,"eve","170",common,null,Not Owned,Non-foil,true,,,"","",30248,false
"Jaws of Stone",6,"Sorcery",R,"shm","97",uncommon,null,Not Owned,Non-foil,true,,,"","",29455,false
"Kithkin Daggerdare",2,"Creature - Kithkin Soldier",G,"lrw","223",common,null,Not Owned,Non-foil,true,,,"","",28321,false
"Kithkin Healer",3,"Creature - Kithkin Cleric",W,"lrw","27",common,null,Not Owned,Non-foil,true,,,"","",28671,false
"Kithkin Zealot",2,"Creature - Kithkin Cleric",W,"eve","9",common,null,Not Owned,Non-foil,true,,,"","",30150,false
"Knollspine Dragon",7,"Creature - Dragon",R,"shm","98",rare,null,Not Owned,Non-foil,true,,,"","",29539,false
"Knowledge Exploitation",7,"Kindred Sorcery - Rogue",U,"mor","38",rare,null,Not Owned,Non-foil,true,,,"","",29050,false
"Lace with Moonglove",3,"Instant",G,"lrw","225",common,null,Not Owned,Non-foil,true,,,"","",28559,false
"Lairwatch Giant",6,"Creature - Giant Warrior",W,"lrw","29",common,null,Not Owned,Non-foil,true,,,"","",28565,false
"Lammastide Weave",2,"Instant",G,"lrw","226",uncommon,null,Not Owned,Non-foil,true,,,"","",28219,false
"Leering Emblem",2,"Artifact - Equipment",,"eve","171",rare,null,Not Owned,Non-foil,true,,,"","",30216,false
"Light from Within",4,"Enchantment",W,"eve","10",rare,null,Not Owned,Non-foil,true,,,"","",30004,false
"Lingering Tormentor",4,"Creature - Spirit",B,"eve","36",uncommon,null,Not Owned,Non-foil,true,,,"","",30289,false
"Lys Alana Scarblade",3,"Creature - Elf Assassin",B,"lrw","122",uncommon,null,Not Owned,Non-foil,true,,,"","",28551,false
"Marshdrinker Giant",5,"Creature - Giant Warrior",G,"eve","69",uncommon,null,Not Owned,Non-foil,true,,,"","",29936,false
"Merrow Grimeblotter",4,"Creature - Merfolk Wizard",BU,"shm","171",uncommon,null,Not Owned,Non-foil,true,,,"","",29315,false
"Merrow Wavebreakers",5,"Creature - Merfolk Soldier",U,"shm","44",common,null,Not Owned,Non-foil,true,,,"","",29641,false
"Mindwrack Liege",6,"Creature - Horror",RU,"eve","104",rare,null,Not Owned,Non-foil,true,,,"","",29998,false
"Loyal Gyrfalcon",4,"Creature - Bird",W,"eve","11",uncommon,null,Owned,Non-foil,true,,,"","",29956,false
"Mudbrawler Raiders",4,"Creature - Goblin Warrior",GR,"shm","213",common,null,Not Owned,Non-foil,true,,,"","",29341,false
"Murkfiend Liege",5,"Creature - Horror",GU,"eve","156",rare,null,Not Owned,Non-foil,true,,,"","",30166,false
"Nath's Buffoon",2,"Creature - Goblin Rogue",B,"lrw","129",common,null,Not Owned,Non-foil,true,,,"","",28257,false
"Nath's Elite",5,"Creature - Elf Warrior",G,"lrw","231",common,null,Not Owned,Non-foil,true,,,"","",28679,false
"Nevermaker",4,"Creature - Elemental",U,"mor","44",uncommon,null,Not Owned,Non-foil,true,,,"","",29128,false
"Nightmare Incursion",6,"Sorcery",B,"eve","40",rare,null,Not Owned,Non-foil,true,,,"","",30206,false
"Nightsky Mimic",2,"Creature - Shapeshifter",BW,"eve","91",common,null,Not Owned,Non-foil,true,,,"","",29982,false
"Nobilis of War",5,"Creature - Spirit Avatar",RW,"eve","144",rare,null,Not Owned,Non-foil,true,,,"","",30144,false
"Noggle Bandit",3,"Creature - Noggle Rogue",RU,"eve","106",common,null,Not Owned,Non-foil,true,,,"","",30176,false
"Noggle Hedge-Mage",3,"Creature - Noggle Wizard",RU,"eve","108",uncommon,null,Not Owned,Non-foil,true,,,"","",30266,false
"Noxious Hatchling",4,"Creature - Elemental",BG,"eve","124",uncommon,null,Not Owned,Non-foil,true,,,"","",30116,false
"Nymris, Oona's Trickster",5,"Legendary Creature - Faerie Knight",BU,"woc","141",rare,null,Not Owned,Non-foil,true,,,"","",117200,false
"Oakgnarl Warrior",7,"Creature - Treefolk Warrior",G,"lrw","232",common,null,Not Owned,Non-foil,true,,,"","",28315,false
"Obsidian Battle-Axe",3,"Kindred Artifact - Warrior Equipment",,"mor","144",uncommon,null,Not Owned,Non-foil,true,,,"","",29220,false
"Odious Trow",1,"Creature - Troll",BG,"eve","125",common,null,Not Owned,Non-foil,true,,,"","",29946,false
"Oracle of Nectars",3,"Creature - Elf Cleric",GW,"shm","233",rare,null,Not Owned,Non-foil,true,,,"","",29879,false
"Overbeing of Myth",5,"Creature - Spirit Avatar",GU,"eve","157",rare,null,Not Owned,Non-foil,true,,,"","",30016,false
"Oversoul of Dusk",5,"Creature - Spirit Avatar",GW,"shm","234",rare,null,Not Owned,Non-foil,true,,,"","",29483,false
"Pale Wayfarer",7,"Creature - Spirit Giant",W,"shm","17",uncommon,null,Not Owned,Non-foil,true,,,"","",29631,false
"Phosphorescent Feast",5,"Sorcery",G,"eve","72",uncommon,null,Not Owned,Non-foil,true,,,"","",29988,false
"Pollen Lullaby",2,"Instant",W,"lrw","36",uncommon,null,Not Owned,Non-foil,true,,,"","",28643,false
"Polluted Bonds",5,"Enchantment",B,"shm","74",rare,null,Not Owned,Non-foil,true,,,"","",29513,false
"Pride of the Perfect",4,"Enchantment",B,"cmr","144",uncommon,null,Not Owned,Non-foil,true,,,"","",85070,false
"Prismwake Merrow",3,"Creature - Merfolk Wizard",U,"shm","46",common,null,Not Owned,Non-foil,true,,,"","",29699,false
"Protective Bubble",4,"Enchantment - Aura",U,"lrw","80",common,null,Not Owned,Non-foil,true,,,"","",28377,false
"Pulling Teeth",2,"Sorcery",B,"mor","75",common,null,Not Owned,Non-foil,true,,,"","",29052,false
"Purity",6,"Creature - Elemental Incarnation",W,"lrw","37",rare,null,Not Owned,Non-foil,true,,,"","",28461,false
"Quill-Slinger Boggart",4,"Creature - Goblin Warrior",B,"lrw","137",common,null,Not Owned,Non-foil,true,,,"","",28291,false
"Raking Canopy",3,"Enchantment",G,"shm","127",uncommon,null,Not Owned,Non-foil,true,,,"","",29789,false
"Raven's Run Dragoon",4,"Creature - Elf Knight",GW,"shm","235",common,null,Not Owned,Non-foil,true,,,"","",29385,false
"Rebellion of the Flamekin",4,"Kindred Enchantment - Elemental",R,"lrw","188",uncommon,null,Not Owned,Non-foil,true,,,"","",28749,false
"Regal Force",7,"Creature - Elemental",G,"eve","74",rare,null,Not Owned,Non-foil,true,,,"","",29944,false
"Research the Deep",2,"Sorcery",U,"mor","46",uncommon,null,Not Owned,Non-foil,true,,,"","",29026,false
"Revive the Fallen",2,"Sorcery",B,"mor","76",uncommon,null,Not Owned,Non-foil,true,,,"","",29096,false
"Ringskipper",2,"Creature - Faerie Wizard",U,"lrw","81",common,null,Not Owned,Non-foil,true,,,"","",28629,false
"Rings of Brighthearth",3,"Artifact",,"lrw","259",rare,null,Not Owned,Non-foil,true,,,"","",28463,false
"Rivals' Duel",4,"Sorcery",R,"mor","99",uncommon,null,Not Owned,Non-foil,true,,,"","",29224,false
"Riverfall Mimic",2,"Creature - Shapeshifter",RU,"eve","111",common,null,Not Owned,Non-foil,true,,,"","",29962,false
"Rootgrapple",5,"Kindred Instant - Treefolk",G,"lrw","234",common,null,Not Owned,Non-foil,true,,,"","",28323,false
"Rosheen Meanderer",4,"Legendary Creature - Giant Shaman",GR,"shm","214",rare,null,Not Owned,Non-foil,true,,,"","",29875,false
"Runed Halo",2,"Enchantment",W,"shm","21",rare,null,Not Owned,Non-foil,true,,,"","",29683,false
"Runes of the Deus",5,"Enchantment - Aura",GR,"shm","215",common,null,Not Owned,Non-foil,true,,,"","",29811,false
"Safehold Duo",4,"Creature - Elf Warrior Shaman",GW,"shm","238",common,null,Not Owned,Non-foil,true,,,"","",29645,false
"Sanity Grinding",3,"Sorcery",U,"eve","29",rare,null,Not Owned,Non-foil,true,,,"","",30164,false
"Scarblade Elite",2,"Creature - Elf Assassin",B,"mor","77",rare,null,Not Owned,Non-foil,true,,,"","",29194,false
"Scourge of the Nobilis",3,"Enchantment - Aura",RW,"eve","146",common,null,Not Owned,Non-foil,true,,,"","",30032,false
"Sentinels of Glen Elendra",4,"Creature - Faerie Soldier",U,"lrw","84",common,null,Not Owned,Non-foil,true,,,"","",28237,false
"Shaman of the Pack",3,"Creature - Elf Shaman",BG,"ori","217",uncommon,null,Not Owned,Non-foil,true,,,"","",58090,false
"Shell Skulkin",4,"Artifact Creature - Scarecrow",,"eve","173",common,null,Not Owned,Non-foil,true,,,"","",30252,false
"Shield of the Oversoul",3,"Enchantment - Aura",GW,"shm","242",common,null,Not Owned,Non-foil,true,,,"","",29827,false
"Shorecrasher Mimic",2,"Creature - Shapeshifter",GU,"eve","159",common,null,Not Owned,Non-foil,true,,,"","",30010,false
"Shrewd Hatchling",4,"Creature - Elemental",RU,"eve","112",uncommon,null,Not Owned,Non-foil,true,,,"","",30138,false
"Slinking Giant",4,"Creature - Giant Rogue",R,"shm","106",uncommon,null,Not Owned,Non-foil,true,,,"","",29673,false
"Slithermuse",4,"Creature - Elemental",U,"mor","50",rare,null,Not Owned,Non-foil,true,,,"","",29236,false
"Soaring Hope",5,"Enchantment - Aura",W,"lrw","40",common,null,Not Owned,Non-foil,true,,,"","",28337,false
"Soot Imp",3,"Creature - Imp",B,"eve","43",uncommon,null,Not Owned,Non-foil,true,,,"","",30258,false
"Sootwalkers",4,"Creature - Elemental Rogue",BR,"shm","196",common,null,Not Owned,Non-foil,true,,,"","",29313,false
"Spiderwig Boggart",3,"Creature - Goblin Shaman",B,"lrw","141",common,null,Not Owned,Non-foil,true,,,"","",28729,false
"Spirit of the Hearth",6,"Creature - Cat Spirit",W,"eve","14",rare,null,Not Owned,Non-foil,true,,,"","",30030,false
"Spiteful Visions",4,"Enchantment",BR,"shm","198",rare,null,Not Owned,Non-foil,true,,,"","",29465,false
"Spring Cleaning",2,"Instant",G,"lrw","236",common,null,Not Owned,Non-foil,true,,,"","",28717,false
"Springjack Knight",3,"Creature - Kithkin Knight",W,"lrw","41",common,null,Owned,Non-foil,true,,,"","",28759,false
"Stalker Hag",3,"Creature - Hag",BG,"eve","129",uncommon,null,Not Owned,Non-foil,true,,,"","",30198,false
"Steel of the Godhead",3,"Enchantment - Aura",UW,"shm","150",common,null,Owned,Non-foil,true,,,"","",29881,false
"Stillmoon Cavalier",3,"Creature - Zombie Knight",BW,"eve","95",rare,null,Not Owned,Non-foil,true,,,"","",30068,false
"Stinkdrinker Bandit",4,"Creature - Goblin Rogue",B,"mor","80",uncommon,null,Not Owned,Non-foil,true,,,"","",29124,false
"Stomping Slabs",3,"Sorcery",R,"mor","107",uncommon,null,Not Owned,Non-foil,true,,,"","",29226,false
"Streambed Aquitects",3,"Creature - Merfolk Scout",U,"lrw","91",common,null,Not Owned,Non-foil,true,,,"","",28235,false
"Strip Bare",1,"Instant",W,"shm","24",common,null,Not Owned,Non-foil,true,,,"","",29871,false
"Sturdy Hatchling",4,"Creature - Elemental",GU,"eve","163",uncommon,null,Not Owned,Non-foil,true,,,"","",30130,false
"Swirling Spriggan",4,"Creature - Goblin Shaman",G,"eve","76",uncommon,null,Not Owned,Non-foil,true,,,"","",30152,false
"Syphon Life",3,"Sorcery",B,"eve","46",uncommon,null,Not Owned,Non-foil,true,,,"","",30287,false
"Talara's Bane",2,"Sorcery",B,"eve","47",common,null,Not Owned,Non-foil,true,,,"","",30006,false
"Talonrend",5,"Creature - Elemental",U,"eve","30",uncommon,null,Not Owned,Non-foil,true,,,"","",29924,false
"Tattermunge Duo",3,"Creature - Goblin Warrior Shaman",GR,"shm","218",common,null,Not Owned,Non-foil,true,,,"","",29617,false
"Tattermunge Witch",2,"Creature - Goblin Shaman",GR,"shm","220",uncommon,null,Not Owned,Non-foil,true,,,"","",29739,false
"Thistledown Duo",3,"Creature - Kithkin Soldier Wizard",UW,"shm","152",common,null,Owned,Non-foil,true,,,"","",29625,false
"Thorn of Amethyst",2,"Artifact",,"lrw","262",rare,null,Not Owned,Non-foil,true,,,"","",28433,false
"Thousand-Year Elixir",3,"Artifact",,"lrw","263",rare,null,Not Owned,Non-foil,true,,,"","",28327,false
"Toil to Renown",2,"Sorcery",G,"shm","130",common,null,Not Owned,Non-foil,true,,,"","",29873,false
"Twinning Glass",4,"Artifact",,"lrw","264",rare,null,Not Owned,Non-foil,true,,,"","",28557,false
"Tyrannize",5,"Sorcery",BR,"shm","201",rare,null,Not Owned,Non-foil,true,,,"","",29515,false
"Umbra Stalker",7,"Creature - Elemental",B,"eve","48",rare,null,Not Owned,Non-foil,true,,,"","",30188,false
"Unnerving Assault",3,"Instant",RU,"eve","114",uncommon,null,Not Owned,Non-foil,true,,,"","",30210,false
"Unwilling Recruit",3,"Sorcery",R,"eve","64",uncommon,null,Not Owned,Non-foil,true,,,"","",30162,false
"Vexing Shusher",2,"Creature - Goblin Shaman",GR,"shm","222",rare,null,Not Owned,Non-foil,true,,,"","",29291,false
"Vigor",6,"Creature - Elemental Incarnation",G,"lrw","240",rare,null,Not Owned,Non-foil,true,,,"","",28471,false
"Voracious Hatchling",4,"Creature - Elemental",BW,"eve","97",uncommon,null,Not Owned,Non-foil,true,,,"","",30112,false
"Walker of the Grove",8,"Creature - Elemental",G,"mor","138",uncommon,null,Not Owned,Non-foil,true,,,"","",28974,false
"Wanderbrine Rootcutters",4,"Creature - Merfolk Rogue",BU,"shm","178",common,null,Not Owned,Non-foil,true,,,"","",29359,false
"Warren-Scourge Elf",2,"Creature - Elf Warrior",G,"lrw","241",common,null,Not Owned,Non-foil,true,,,"","",28263,false
"Weed Strangle",5,"Sorcery",B,"lrw","147",common,null,Not Owned,Non-foil,true,,,"","",28681,false
"Wellgabber Apothecary",5,"Creature - Merfolk Cleric",W,"lrw","47",common,null,Not Owned,Non-foil,true,,,"","",28213,false
"Whimwader",5,"Creature - Elemental",U,"shm","54",common,null,Owned,Non-foil,true,,,"","",29319,false
"Wilderness Hypnotist",4,"Creature - Merfolk Wizard",U,"eve","32",common,null,Not Owned,Non-foil,true,,,"","",30128,false
"Wild Ricochet",4,"Instant",R,"lrw","196",rare,null,Not Owned,Non-foil,true,,,"","",28751,false
"Wild Swing",4,"Sorcery",R,"shm","108",uncommon,null,Not Owned,Non-foil,true,,,"","",29781,false
"Windbrisk Raptor",7,"Creature - Bird",W,"shm","26",rare,null,Not Owned,Non-foil,true,,,"","",29467,false
"Wings of Velis Vel",2,"Kindred Instant - Shapeshifter",U,"lrw","97",common,null,Not Owned,Non-foil,true,,,"","",28367,false
"Wistful Selkie",3,"Creature - Merfolk Wizard",GU,"eve","165",uncommon,null,Not Owned,Non-foil,true,,,"","",30008,false
"Woodland Guidance",4,"Sorcery",G,"lrw","243",uncommon,null,Not Owned,Non-foil,true,,,"","",28743,false
"Woodlurker Mimic",2,"Creature - Shapeshifter",BG,"eve","130",common,null,Not Owned,Non-foil,true,,,"","",30254,false
"Worldpurge",8,"Sorcery",UW,"shm","156",rare,null,Not Owned,Non-foil,true,,,"","",29339,false
"Zephyr Net",2,"Enchantment - Aura",U,"lrw","98",common,null,Not Owned,Non-foil,true,,,"","",28533,false
"Idyllic Tutor",3,"Sorcery",W,"mor","12",rare,null,Not Owned,Non-foil,true,,,"add","",29132,false
"Painter's Servant",2,"Artifact Creature - Scarecrow",,"shm","257",rare,null,Not Owned,Non-foil,true,,,"","",29429,false
"Scapeshift",4,"Sorcery",G,"mor","136",rare,null,Not Owned,Non-foil,true,,,"","",28954,false
"Bloom Tender",2,"Creature - Elf Druid",G,"eve","66",rare,null,Not Owned,Non-foil,true,,,"watch","",30260,false
"Plague of Vermin",7,"Sorcery",B,"shm","73",rare,null,Not Owned,Non-foil,true,,,"","",29867,false
"Cream of the Crop",2,"Enchantment",G,"mor","117",rare,null,Not Owned,Non-foil,true,,,"","",29230,false
"Necroskitter",3,"Creature - Elemental",B,"eve","38",rare,null,Not Owned,Non-foil,true,,,"","",30046,false
"Stonehewer Giant",5,"Creature - Giant Warrior",W,"mor","24",rare,null,Not Owned,Non-foil,true,,,"watch","",28978,false
"Bitterblossom",2,"Kindred Enchantment - Faerie",B,"mor","58",rare,null,Not Owned,Non-foil,true,,,"","",29038,false
"Thornbite Staff",2,"Kindred Artifact - Shaman Equipment",,"mor","145",uncommon,null,Not Owned,Non-foil,true,,,"","",29122,false
"Primalcrux",6,"Creature - Elemental",G,"eve","73",rare,null,Not Owned,Non-foil,true,,,"","",30092,false
"Heat Shimmer",3,"Sorcery",R,"lrw","175",rare,null,Not Owned,Non-foil,true,,,"","",28289,false
"Scarecrone",3,"Artifact Creature - Scarecrow",,"eve","172",rare,null,Not Owned,Non-foil,true,,,"add","",30230,false
"Merrow Commerce",2,"Kindred Enchantment - Merfolk",U,"lrw","72",uncommon,null,Not Owned,Non-foil,true,,,"","",28347,false
"Beseech the Queen",6,"Sorcery",B,"shm","57",uncommon,null,Not Owned,Non-foil,true,,,"","",29611,false
"Seedguide Ash",5,"Creature - Treefolk Druid",G,"lrw","235",uncommon,null,Not Owned,Non-foil,true,,,"","",28689,false
"The Great Aurora",9,"Sorcery",G,"ori","179",mythic,null,Not Owned,Non-foil,true,,,"","",58062,false
"Dominus of Fealty",5,"Creature - Spirit Avatar",RU,"eve","102",rare,null,Not Owned,Non-foil,true,,,"","",30020,false
"Smolder Initiate",1,"Creature - Elemental Shaman",B,"shm","78",common,null,Not Owned,Non-foil,true,,,"","",29523,false
"Squeaking Pie Sneak",2,"Creature - Goblin Rogue",B,"lrw","142",uncommon,null,Not Owned,Non-foil,true,,,"","",28403,false
"Boggart Birth Rite",1,"Kindred Sorcery - Goblin",B,"lrw","101",common,null,Not Owned,Non-foil,true,,,"","",28537,false
"Mind Shatter",2,"Sorcery",B,"mor","66",rare,null,Not Owned,Non-foil,true,,,"","",29228,false
"Faerie Tauntings",3,"Kindred Enchantment - Faerie",B,"lrw","112",uncommon,null,Not Owned,Non-foil,true,,,"","",28375,false
"Boggart Forager",1,"Creature - Goblin Rogue",R,"lrw","154",common,null,Not Owned,Non-foil,true,,,"","",28693,false
"Hamletback Goliath",7,"Creature - Giant Warrior",R,"lrw","173",rare,null,Not Owned,Non-foil,true,,,"","",28611,false
"Crush Underfoot",2,"Kindred Instant - Giant",R,"lrw","162",uncommon,null,Not Owned,Non-foil,true,,,"","",28567,false
"Wren's Run Hydra",1,"Creature - Hydra",G,"mh2","183",uncommon,null,Not Owned,Non-foil,true,,,"","",90743,false
"Reins of the Vinesteed",4,"Enchantment - Aura",G,"mor","134",common,null,Not Owned,Non-foil,true,,,"","",29032,false
"Seedcradle Witch",1,"Creature - Elf Shaman",GW,"shm","241",uncommon,null,Not Owned,Non-foil,true,,,"","",29715,false
"Wasp Lancer",3,"Creature - Faerie Soldier",BU,"shm","179",uncommon,null,Not Owned,Non-foil,true,,,"","",29697,false
"Vengeful Firebrand",4,"Creature - Elemental Warrior",R,"mor","111",rare,null,Not Owned,Non-foil,true,,,"","",28944,false
"Wolf-Skull Shaman",2,"Creature - Elf Shaman",G,"mor","140",uncommon,null,Not Owned,Non-foil,true,,,"","",29078,false
"Kinsbaile Borderguard",3,"Creature - Kithkin Soldier",W,"mor","14",rare,null,Not Owned,Non-foil,true,,,"","",29144,false
"Borderland Behemoth",7,"Creature - Giant Warrior",R,"mor","87",rare,null,Not Owned,Non-foil,true,,,"","",29166,false
"Colfenor, the Last Yew",6,"Legendary Creature - Treefolk Shaman",BGW,"cmr","274",rare,null,Not Owned,Non-foil,true,,,"","",85330,false
"Mutavault",0,"Land",,"mor","148",rare,Colorless,Not Owned,Non-foil,true,,,"","",29074,false
"Ashling, the Extinguisher",4,"Legendary Creature - Elemental Shaman",B,"eve","33",rare,null,Not Owned,Non-foil,true,,,"","",30002,false
"Inundate",6,"Sorcery",U,"eve","25",rare,null,Not Owned,Non-foil,true,,,"","",29934,false
"Sapling of Colfenor",5,"Legendary Creature - Treefolk Shaman",BG,"eve","128",rare,null,Not Owned,Non-foil,true,,,"","",30218,false
"Helix Pinnacle",1,"Enchantment",G,"eve","68",rare,null,Not Owned,Non-foil,true,,,"","",29950,false
"Moonhold",3,"Instant",RW,"eve","143",uncommon,null,Owned,Non-foil,true,,,"","",30194,false
"Vesperlark",3,"Creature - Elemental",W,"mh1","35",uncommon,null,Owned,Non-foil,true,,,"","",72442,false
"Resplendent Mentor",5,"Creature - Kithkin Cleric",W,"shm","19",uncommon,null,Owned,Non-foil,true,,,"","",29309,false
"Wispmare",3,"Creature - Elemental",W,"lrw","48",common,null,Not Owned,Non-foil,true,,,"","",28663,false
"Redeem the Lost",2,"Instant",W,"mor","21",uncommon,null,Not Owned,Non-foil,true,,,"","",28980,false
"Captivating Glance",3,"Enchantment - Aura",U,"lrw","55",uncommon,null,Not Owned,Non-foil,true,,,"","",28701,false
"Smokebraider",2,"Creature - Elemental Shaman",R,"lrw","189",common,null,Not Owned,Non-foil,true,,,"","",28283,false
"Sunflare Shaman",2,"Creature - Elemental Shaman",R,"mor","108",common,null,Not Owned,Non-foil,true,,,"","",29182,false
"Madblind Mountain",0,"Land - Mountain",,"shm","274",uncommon,Red,Not Owned,Non-foil,true,,,"","",29323,false
"Mosswort Bridge",0,"Land",,"lrw","270",rare,Green,Not Owned,Non-foil,true,,,"","",28345,false
"Howltooth Hollow",0,"Land",,"lrw","269",rare,Black,Not Owned,Non-foil,true,,,"","",28341,false
